Pfam ID,Pfam Name,EC Class
pfam05777,Acp26Ab - Drosophila accessory gland-specific peptide 26Ab (Acp26Ab),
pfam05778,Apo-CIII - Apolipoprotein CIII (Apo-CIII),
pfam05781,MRVI1 - MRVI1 protein,
pfam05782,ECM1 - Extracellular matrix protein 1 (ECM1),
pfam05783,DLIC - Dynein light intermediate chain (DLIC),
pfam05784,Herpes_UL82_83 - Betaherpesvirus UL82/83 protein N terminus,
pfam05785,CNF1 - Rho-activating domain of cytotoxic necrotizing factor,
pfam05786,Cnd2 - Condensin complex subunit 2,
pfam05787,DUF839 - Bacterial protein of unknown function (DUF839),
pfam05788,Orbi_VP1 - Orbivirus RNA-dependent RNA polymerase (VP1),
pfam05789,Baculo_VP1054 - Baculovirus VP1054 protein,
pfam05790,C2-set - Immunoglobulin C2-set domain,
pfam05791,Bacillus_HBL - Bacillus haemolytic enterotoxin (HBL),
pfam05792,Candida_ALS - Candida agglutinin-like (ALS),
pfam05793,"TFIIF_alpha - Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)",
pfam05794,Tcp11 - T-complex protein 11,
pfam05795,Plasmodium_Vir - Plasmodium vivax Vir protein,
pfam05796,Chordopox_G2 - Chordopoxvirus protein G2,
pfam05797,Rep_4 - Yeast trans-acting factor (REP1/REP2),
pfam05798,Phage_FRD3 - Bacteriophage FRD3 protein,
pfam05800,GvpO - Gas vesicle synthesis protein GvpO,
pfam05801,DUF840 - Lagovirus protein of unknown function (DUF840),
pfam05802,EspB - Enterobacterial EspB protein,
pfam05803,Chordopox_L2 - Chordopoxvirus L2 protein,
pfam05804,KAP - Kinesin-associated protein (KAP),
pfam05805,L6_membrane - L6 membrane protein,
pfam05806,Noggin - Noggin,
pfam05808,Podoplanin - Podoplanin,
pfam05810,NinF - NinF protein,
pfam05811,DUF842 - Eukaryotic protein of unknown function (DUF842),
pfam05812,Herpes_BLRF2 - Herpesvirus BLRF2 protein,
pfam05813,Orthopox_F7 - Orthopoxvirus F7 protein,
pfam05814,DUF843 - Baculovirus protein of unknown function (DUF843),
pfam05815,DUF844 - Baculovirus protein of unknown function (DUF844),
pfam05816,TelA - Toxic anion resistance protein (TelA),
pfam05817,Ribophorin_II - Oligosaccharyltransferase subunit Ribophorin II,
pfam05818,TraT - Enterobacterial TraT complement resistance protein,
pfam05819,NolX - NolX protein,
pfam05820,DUF845 - Baculovirus protein of unknown function (DUF845),
pfam05821,NDUF_B8 - NADH-ubiquinone oxidoreductase ASHI subunit (CI-ASHI or NDUFB8),
pfam05822,UMPH-1 - Pyrimidine 5'-nucleotidase (UMPH-1),
pfam05823,Gp-FAR-1 - Nematode fatty acid retinoid binding protein (Gp-FAR-1),
pfam05824,Pro-MCH - Pro-melanin-concentrating hormone (Pro-MCH),
pfam05825,PSP94 - Beta-microseminoprotein (PSP-94),
pfam05826,Phospholip_A2_2 - Phospholipase A2,
pfam05827,ATP-synt_S1 - Vacuolar ATP synthase subunit S1 (ATP6S1),
pfam05829,Adeno_PX - Adenovirus late L2 mu core protein (Protein X),
pfam05830,NodZ - Nodulation protein Z (NodZ),
pfam05831,GAGE - GAGE protein,
pfam05832,DUF846 - Eukaryotic protein of unknown function (DUF846),
pfam05833,FbpA - Fibronectin-binding protein A N-terminus (FbpA),
pfam05834,Lycopene_cycl - Lycopene cyclase protein,
pfam05835,Synaphin - Synaphin protein,
pfam05836,Chorion_S16 - Chorion protein S16,
pfam05837,CENP-H - Centromere protein H (CENP-H),
pfam05838,Glyco_hydro_108 - Glycosyl hydrolase 108,
pfam05839,Apc13p - Apc13p protein,
pfam05840,Phage_GPA - Bacteriophage replication gene A protein (GPA),
pfam05841,Apc15p - Apc15p protein,
pfam05842,Euplotes_phero - Euplotes octocarinatus mating pheromone protein,
pfam05843,Suf - Suppressor of forked protein (Suf),
pfam05844,YopD - YopD protein,
pfam05845,PhnH - Bacterial phosphonate metabolism protein (PhnH),
pfam05846,Chordopox_A15 - Chordopoxvirus A15 protein,
pfam05847,Baculo_LEF-3 - Nucleopolyhedrovirus late expression factor 3 (LEF-3),
pfam05848,CtsR - Firmicute transcriptional repressor of class III stress genes (CtsR),
pfam05849,L-fibroin - Fibroin light chain (L-fibroin),
pfam05851,Lentivirus_VIF - Lentivirus virion infectivity factor (VIF),
pfam05852,DUF848 - Gammaherpesvirus protein of unknown function (DUF848),
pfam05853,BKACE - beta-keto acid cleavage enzyme,
pfam05854,MC1 - Non-histone chromosomal protein MC1,
pfam05856,ARPC4 - ARP2/3 complex 20 kDa subunit (ARPC4),
pfam05857,TraX - TraX protein,
pfam05858,BIV_Env - Bovine immunodeficiency virus surface protein (SU),
pfam05859,Mis12 - Mis12 protein,
pfam05860,Haemagg_act - haemagglutination activity domain,
pfam05861,PhnI - Bacterial phosphonate metabolism protein (PhnI),
pfam05862,IceA2 - Helicobacter pylori IceA2 protein,
pfam05864,Chordopox_RPO7 - Chordopoxvirus DNA-directed RNA polymerase 7 kDa polypeptide (RPO7),
pfam05865,Cypo_polyhedrin - Cypovirus polyhedrin protein,
pfam05866,RusA - Endodeoxyribonuclease RusA,
pfam05867,DUF851 - Protein of unknown function (DUF851),
pfam05868,Rotavirus_VP7 - Rotavirus major outer capsid protein VP7,
pfam05869,Dam - DNA N-6-adenine-methyltransferase (Dam),
pfam05870,PA_decarbox - Phenolic acid decarboxylase (PAD),
pfam05871,ESCRT-II - ESCRT-II complex subunit,
pfam05872,DUF853 - Bacterial protein of unknown function (DUF853),
pfam05873,"Mt_ATP-synt_D - ATP synthase D chain, mitochondrial (ATP5H)",
pfam05874,PBAN - Pheromone biosynthesis activating neuropeptide (PBAN),
pfam05875,Ceramidase - Ceramidase,
pfam05876,Terminase_GpA - Phage terminase large subunit (GpA),
pfam05878,Phyto_Pns9_10 - Phytoreovirus nonstructural protein Pns9/Pns10,
pfam05879,RHD3 - Root hair defective 3 GTP-binding protein (RHD3),
pfam05880,Fiji_64_capsid - Fijivirus 64 kDa capsid protein,
pfam05881,"CNPase - 2',3'-cyclic nucleotide 3'-phosphodiesterase (CNP or CNPase)",
pfam05883,Baculo_RING - Baculovirus U-box/Ring-like domain,
pfam05884,ZYG-11_interact - Interactor of ZYG-11,
pfam05886,Orthopox_F8 - Orthopoxvirus F8 protein,
pfam05887,Trypan_PARP - Procyclic acidic repetitive protein (PARP),
pfam05889,"SepSecS - O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS",
pfam05890,Ebp2 - Eukaryotic rRNA processing protein EBP2,
pfam05891,Methyltransf_PK - AdoMet dependent proline di-methyltransferase,
pfam05892,Tricho_coat - Trichovirus coat protein,
pfam05893,LuxC - Acyl-CoA reductase (LuxC),
pfam05894,Podovirus_Gp16 - Podovirus DNA encapsidation protein (Gp16),
pfam05895,DUF859 - Siphovirus protein of unknown function (DUF859),
pfam05896,NQRA - Na(+)-translocating NADH-quinone reductase subunit A (NQRA),
pfam05899,Cupin_3 - Protein of unknown function (DUF861),
pfam05901,Excalibur - Excalibur calcium-binding domain,
pfam05902,4_1_CTD - 4.1 protein C-terminal domain (CTD),
pfam05903,Peptidase_C97 - PPPDE putative peptidase domain,
pfam05904,DUF863 - Plant protein of unknown function (DUF863),
pfam05906,DUF865 - Herpesvirus-7 repeat of unknown function (DUF865),
pfam05907,DUF866 - Eukaryotic protein of unknown function (DUF866),
pfam05908,Gamma_PGA_hydro - Poly-gamma-glutamate hydrolase,
pfam05910,DUF868 - Plant protein of unknown function (DUF868),
pfam05911,"FPP - Filament-like plant protein, long coiled-coil",
pfam05912,DUF870 - Caenorhabditis elegans protein of unknown function (DUF870),
pfam05913,DUF871 - Bacterial protein of unknown function (DUF871),
pfam05914,RIB43A - RIB43A,
pfam05915,DUF872 - Eukaryotic protein of unknown function (DUF872),
pfam05916,Sld5 - GINS complex protein,
pfam05917,DUF874 - Helicobacter pylori protein of unknown function (DUF874),
pfam05918,API5 - Apoptosis inhibitory protein 5 (API5),
pfam05919,Mitovir_RNA_pol - Mitovirus RNA-dependent RNA polymerase,
pfam05920,Homeobox_KN - Homeobox KN domain,
pfam05922,Inhibitor_I9 - Peptidase inhibitor I9,
pfam05923,APC_r - APC repeat,
pfam05924,SAMP - SAMP Motif,
pfam05925,IpgD - Enterobacterial virulence protein IpgD,
pfam05926,Phage_GPL - Phage head completion protein (GPL),
pfam05927,Penaeidin - Penaeidin,
pfam05928,Zea_mays_MuDR - Zea mays MURB-like protein (MuDR),
pfam05929,Phage_GPO - Phage capsid scaffolding protein (GPO) serine peptidase,
pfam05930,Phage_AlpA - Prophage CP4-57 regulatory protein (AlpA),
pfam05931,AgrD - Staphylococcal AgrD protein,
pfam05932,CesT - Tir chaperone protein (CesT) family,
pfam05933,Fun_ATP-synt_8 - Fungal ATP synthase protein 8 (A6L),
pfam05934,MCLC - Mid-1-related chloride channel (MCLC),
pfam05935,Arylsulfotrans - Arylsulfotransferase (ASST),
pfam05936,"T6SS_VasE - Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE",
pfam05937,EB1_binding - EB-1 Binding Domain,
pfam05938,Self-incomp_S1 - Plant self-incompatibility protein S1,
pfam05939,Phage_min_tail - Phage minor tail protein,
pfam05940,NnrS - NnrS protein,
pfam05941,Chordopox_A20R - Chordopoxvirus A20R protein,
pfam05942,PaREP1 - Archaeal PaREP1/PaREP8 family,
pfam05943,"VipB - Type VI secretion protein, EvpB/VC_A0108, tail sheath",
pfam05944,Phage_term_smal - Phage small terminase subunit,
pfam05946,TcpA - Toxin-coregulated pilus subunit TcpA,
pfam05947,"T6SS_TssF - Type VI secretion system, TssF",
pfam05949,DUF881 - Bacterial protein of unknown function (DUF881),
pfam05950,Orthopox_A36R - Orthopoxvirus A36R protein,
pfam05951,Peptidase_M15_2 - Bacterial protein of unknown function (DUF882),
pfam05952,ComX - Bacillus competence pheromone ComX,
pfam05953,Allatostatin - Allatostatin,
pfam05954,Phage_GPD - Phage late control gene D protein (GPD),
pfam05955,Herpes_gp2 - Equine herpesvirus glycoprotein gp2,
pfam05956,APC_basic - APC basic domain,
pfam05957,DUF883 - Bacterial protein of unknown function (DUF883),
pfam05958,tRNA_U5-meth_tr - tRNA (Uracil-5-)-methyltransferase,
pfam05959,DUF884 - Nucleopolyhedrovirus protein of unknown function (DUF884),
pfam05960,DUF885 - Bacterial protein of unknown function (DUF885),
pfam05961,Chordopox_A13L - Chordopoxvirus A13L protein,
pfam05962,HutD - HutD,
pfam05963,Cytomega_US3 - Cytomegalovirus US3 protein,
pfam05964,FYRN - F/Y-rich N-terminus,
pfam05965,FYRC - F/Y rich C-terminus,
pfam05966,Chordopox_A33R - Chordopoxvirus A33R protein,
pfam05968,Bacillus_PapR - Bacillus PapR protein,
pfam05969,PSII_Ycf12 - Photosystem II complex subunit Ycf12,
pfam05970,PIF1 - PIF1-like helicase,
pfam05971,Methyltransf_10 - Protein of unknown function (DUF890),
pfam05972,APC_15aa - APC 15 residue motif,
pfam05973,Gp49 - Phage derived protein Gp49-like (DUF891),
pfam05974,DUF892 - Domain of unknown function (DUF892),
pfam05975,EcsB - Bacterial ABC transporter protein EcsB,
pfam05977,MFS_3 - Transmembrane secretion effector,
pfam05978,UNC-93 - Ion channel regulatory protein UNC-93,
pfam05979,DUF896 - Bacterial protein of unknown function (DUF896),
pfam05980,Toxin_7 - Toxin 7,
pfam05981,CreA - CreA protein,
pfam05982,Sbt_1 - Na+-dependent bicarbonate transporter superfamily,
pfam05983,Med7 - MED7 protein,
pfam05984,Cytomega_UL20A - Cytomegalovirus UL20A protein,
pfam05985,EutC - Ethanolamine ammonia-lyase light chain (EutC),
pfam05986,ADAM_spacer1 - ADAM-TS Spacer 1,
pfam05987,DUF898 - Bacterial protein of unknown function (DUF898),
pfam05988,DUF899 - Bacterial protein of unknown function (DUF899),
pfam05989,Chordopox_A35R - Chordopoxvirus A35R protein,
pfam05990,DUF900 - Alpha/beta hydrolase of unknown function (DUF900),
pfam05991,NYN_YacP - YacP-like NYN domain,
pfam05992,SbmA_BacA - SbmA/BacA-like family,
pfam05993,Reovirus_M2 - Reovirus major virion structural protein Mu-1/Mu-1C (M2),
pfam05994,FragX_IP - Cytoplasmic Fragile-X interacting family,
pfam05995,CDO_I - Cysteine dioxygenase type I,
pfam05996,Fe_bilin_red - Ferredoxin-dependent bilin reductase,
pfam05997,"Nop52 - Nucleolar protein,Nop52",
pfam05999,Herpes_U5 - Herpesvirus U5-like family,
pfam06001,DUF902 - Domain of Unknown Function (DUF902),
pfam06002,"CST-I - Alpha-2,3-sialyltransferase (CST-I)",
pfam06003,SMN - Survival motor neuron protein (SMN),
pfam06004,DUF903 - Bacterial protein of unknown function (DUF903),
pfam06005,ZapB - Cell division protein ZapB,
pfam06006,DUF905 - Bacterial protein of unknown function (DUF905),
pfam06007,PhnJ - Phosphonate metabolism protein PhnJ,
pfam06008,Laminin_I - Laminin Domain I,
pfam06009,Laminin_II - Laminin Domain II,
pfam06011,TRP - Transient receptor potential (TRP) ion channel,
pfam06012,DUF908 - Domain of Unknown Function (DUF908),
pfam06013,WXG100 - Proteins of 100 residues with WXG,
pfam06014,DUF910 - Bacterial protein of unknown function (DUF910),
pfam06015,Chordopox_A30L - Chordopoxvirus A30L protein,
pfam06016,Reovirus_L2 - Reovirus core-spike protein lambda-2 (L2),
pfam06017,"Myosin_TH1 - Unconventional myosin tail, actin- and lipid-binding",
pfam06018,CodY - CodY GAF-like domain,
pfam06019,Phage_30_8 - Phage GP30.8 protein,
pfam06020,Roughex - Drosophila roughex protein,
pfam06021,Gly_acyl_tr_N - Aralkyl acyl-CoA:amino acid N-acyltransferase,
pfam06022,Cir_Bir_Yir - Plasmodium variant antigen protein Cir/Yir/Bir,
pfam06023,DUF911 - Archaeal protein of unknown function (DUF911),
pfam06024,DUF912 - Nucleopolyhedrovirus protein of unknown function (DUF912),
pfam06025,DUF913 - Domain of Unknown Function (DUF913),
pfam06026,Rib_5-P_isom_A - Ribose 5-phosphate isomerase A (phosphoriboisomerase A),
pfam06027,SLC35F - Solute carrier family 35,
pfam06028,DUF915 - Alpha/beta hydrolase of unknown function (DUF915),
pfam06029,AlkA_N - AlkA N-terminal domain,
pfam06030,DUF916 - Bacterial protein of unknown function (DUF916),
pfam06031,SERTA - SERTA motif,
pfam06032,DUF917 - Protein of unknown function (DUF917),
pfam06033,DUF918 - Nucleopolyhedrovirus protein of unknown function (DUF918),
pfam06034,DUF919 - Nucleopolyhedrovirus protein of unknown function (DUF919),
pfam06035,Peptidase_C93 - Bacterial transglutaminase-like cysteine proteinase BTLCP,
pfam06037,DUF922 - Bacterial protein of unknown function (DUF922),
pfam06039,Mqo - Malate:quinone oxidoreductase (Mqo),
pfam06040,Adeno_E3 - Adenovirus E3 protein,
pfam06041,DUF924 - Bacterial protein of unknown function (DUF924),
pfam06042,NTP_transf_6 - Nucleotidyltransferase,
pfam06043,Reo_P9 - Reovirus P9-like family,
pfam06044,DpnI - Dam-replacing family,
pfam06045,Rhamnogal_lyase - Rhamnogalacturonate lyase family,
pfam06046,Sec6 - Exocyst complex component Sec6,
pfam06047,SynMuv_product - Ras-induced vulval development antagonist,
pfam06048,DUF927 - Domain of unknown function (DUF927),
pfam06049,LSPR - Coagulation Factor V LSPD Repeat,
pfam06050,"HGD-D - 2-hydroxyglutaryl-CoA dehydratase, D-component",
pfam06051,DUF928 - Domain of Unknown Function (DUF928),
pfam06052,3-HAO - 3-hydroxyanthranilic acid dioxygenase,
pfam06053,DUF929 - Domain of unknown function (DUF929),
pfam06054,CoiA - Competence protein CoiA-like family,
pfam06055,"ExoD - Exopolysaccharide synthesis, ExoD",
pfam06056,Terminase_5 - Putative ATPase subunit of terminase (gpP-like),
pfam06057,VirJ - Bacterial virulence protein (VirJ),
pfam06058,DCP1 - Dcp1-like decapping family,
pfam06059,DUF930 - Domain of Unknown Function (DUF930),
pfam06060,Mesothelin - Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin),
pfam06061,Baculo_ME53 - Baculoviridae ME53,
pfam06062,UPF0231 - Uncharacterised protein family (UPF0231),
pfam06064,Gam - Host-nuclease inhibitor protein Gam,
pfam06066,SepZ - SepZ,
pfam06067,DUF932 - Domain of unknown function (DUF932),
pfam06068,TIP49 - TIP49 C-terminus,
pfam06069,PerC - PerC transcriptional activator,
pfam06070,Herpes_UL32 - Herpesvirus large structural phosphoprotein UL32,
pfam06071,YchF-GTPase_C - Protein of unknown function (DUF933),
pfam06072,Herpes_US9 - Alphaherpesvirus tegument protein US9,
pfam06073,DUF934 - Bacterial protein of unknown function (DUF934),
pfam06074,DUF935 - Protein of unknown function (DUF935),
pfam06075,DUF936 - Plant protein of unknown function (DUF936),
pfam06076,Orthopox_F14 - Orthopoxvirus F14 protein,
pfam06078,DUF937 - Bacterial protein of unknown function (DUF937),
pfam06079,Apyrase - Apyrase,
pfam06080,DUF938 - Protein of unknown function (DUF938),
pfam06081,ArAE_1 - Aromatic acid exporter family member 1,
pfam06082,YjbH - Exopolysaccharide biosynthesis protein YbjH,
pfam06083,IL17 - Interleukin-17,
pfam06084,Cytomega_TRL10 - Cytomegalovirus TRL10 protein,
pfam06085,Rz1 - Lipoprotein Rz1 precursor,
pfam06086,Pox_A30L_A26L - Orthopoxvirus A26L/A30L protein,
pfam06087,Tyr-DNA_phospho - Tyrosyl-DNA phosphodiesterase,
pfam06088,TLP-20 - Nucleopolyhedrovirus telokin-like protein-20 (TLP20),
pfam06089,Asparaginase_II - L-asparaginase II,
pfam06090,Ins_P5_2-kin - Inositol-pentakisphosphate 2-kinase,
pfam06092,DUF943 - Enterobacterial putative membrane protein (DUF943),
pfam06093,Spt4 - Spt4/RpoE2 zinc finger,
pfam06094,"GGACT - Gamma-glutamyl cyclotransferase, AIG2-like",
pfam06096,Baculo_8kDa - Baculoviridae 8.2 KDa protein,
pfam06097,DUF945 - Bacterial protein of unknown function (DUF945),
pfam06098,Radial_spoke_3 - Radial spoke protein 3,
pfam06099,Phenol_hyd_sub - Phenol hydroxylase subunit,
pfam06100,MCRA - MCRA family,
pfam06101,DUF946 - Plant protein of unknown function (DUF946),
pfam06102,DUF947 - Domain of unknown function (DUF947),
pfam06103,DUF948 - Bacterial protein of unknown function (DUF948),
pfam06105,Aph-1 - Aph-1 protein,
pfam06106,DUF950 - Staphylococcus protein of unknown function (DUF950),
pfam06107,DUF951 - Bacterial protein of unknown function (DUF951),
pfam06108,DUF952 - Protein of unknown function (DUF952),
pfam06109,HlyE - Haemolysin E (HlyE),
pfam06110,DUF953 - Eukaryotic protein of unknown function (DUF953),
pfam06112,Herpes_capsid - Gammaherpesvirus capsid protein,
pfam06113,BRE - Brain and reproductive organ-expressed protein (BRE),
pfam06114,DUF955 - Domain of unknown function (DUF955),
pfam06115,DUF956 - Domain of unknown function (DUF956),
pfam06116,RinB - Transcriptional activator RinB,
pfam06117,DUF957 - Enterobacterial protein of unknown function (DUF957),
pfam06119,NIDO - Nidogen-like,
pfam06120,Phage_HK97_TLTM - Tail length tape measure protein,
pfam06121,DUF959 - Domain of Unknown Function (DUF959),
pfam06122,TraH - Conjugative relaxosome accessory transposon protein,
pfam06123,CreD - Inner membrane protein CreD,
pfam06124,DUF960 - Staphylococcal protein of unknown function (DUF960),
pfam06125,DUF961 - Bacterial protein of unknown function (DUF961),
pfam06126,Herpes_LAMP2 - Herpesvirus Latent membrane protein 2,
pfam06127,DUF962 - Protein of unknown function (DUF962),
pfam06128,Shigella_OspC - Shigella flexneri OspC protein,
pfam06129,Chordopox_G3 - Chordopoxvirus G3 protein,
pfam06130,PTAC - Phosphate propanoyltransferase,
pfam06131,DUF963 - Schizosaccharomyces pombe repeat of unknown function (DUF963),
pfam06133,"Com_YlbF - Control of competence regulator ComK, YlbF/YmcA",
pfam06134,RhaA - L-rhamnose isomerase (RhaA),
